No.,authors,title,year,vol,no,fpage,doi,authors,article title,journal title,year,vol,no,fpage,doi
49,"Jin Woong Lim, Won Mo Jung, In Seon Lee, Yoon Jeong Seo, Ho Sun Ryu, Yeon Hee Ryu, Youn Byoung Chae",Development of Acupuncture Manipulation Education System,2014,31,4,11,10.13045/acupunct.2014049,"Ha Ra Kang, Young Doo Choi, Yu Na Choi, Eun Jung Kim, Min Seop Hwang, Hyun Seok Cho, Seung Deok Lee, Kyung Ho Kim, Kap Sung Kim, Chan Yung Jung",침치료가 사용된 임상연구에서의 수기법 활용에 대한 고찰,The Acupuncture,2016,33,3,129,10.13045/acupunct.2016040
50,"Jin Woong Lim, Won Mo Jung, In Seon Lee, Yoon Jeong Seo, Ho Sun Ryu, Yeon Hee Ryu, Youn Byoung Chae",Development of Acupuncture Manipulation Education System,2014,31,4,11,10.13045/acupunct.2014049,"Won-Mo Jung, Jinwoong Lim, In-Seon Lee, Hi-Joon Park, Christian Wallraven, Younbyoung Chae, Manabu Sakakibara",Sensorimotor Learning of Acupuncture Needle Manipulation Using Visual Feedback,PLOS ONE,2015,10,9,e0139340,10.1371/journal.pone.0139340
51,"Seh Young Kim, Han Sol Park, Min Chul Kim, Young Woo Seo, Young Hoon Seo, Sang Min Lee, Ki Ok Kim, Tae Hun Kim",Effects of Korean Medical Combination Treatment for Herniated Intervertebral Lumbar Disc Patients: An Observational Study,2014,31,4,21,10.13045/acupunct.2014050,"Sang Min Kim, Sun Ho Lee, You Bin Shin, Ji Hoon Choi, Ja Sung Koo, Hyung Jin Yoo, Dong Hyun Lee",The Effect of Korean Medical Combination Treatment on 72 Cases of Herniated Intervertebral Lumbar Disc Patients: An Observational Study,The Acupuncture,2015,32,2,23,10.13045/acupunct.2015017
52,"Seh Young Kim, Han Sol Park, Min Chul Kim, Young Woo Seo, Young Hoon Seo, Sang Min Lee, Ki Ok Kim, Tae Hun Kim",Effects of Korean Medical Combination Treatment for Herniated Intervertebral Lumbar Disc Patients: An Observational Study,2014,31,4,21,10.13045/acupunct.2014050,"Ji Hoon Choi, Sun Ho Lee, Sang Min Kim, Hyun Joong Kim, Ja Sung Koo, Hyun Ho Lee, Seong Hyun Jung, Deok Won Youn",Effects of Korean Medical Combination Treatment for 102 Cases of Cervical Disc Herniation: An Observational Study,The Acupuncture,2016,33,2,11,10.13045/acupunct.2016013
53,"Seh Young Kim, Han Sol Park, Min Chul Kim, Young Woo Seo, Young Hoon Seo, Sang Min Lee, Ki Ok Kim, Tae Hun Kim",Effects of Korean Medical Combination Treatment for Herniated Intervertebral Lumbar Disc Patients: An Observational Study,2014,31,4,21,10.13045/acupunct.2014050,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,The Acupuncture,2015,32,1,119,10.13045/acupunct.2015011
54,"Se Jung Oh, Seong Chul Lim, Yun Kyu Lee, Jae Soo Kim, Hyun Jong Lee",The Clinical Study on Motor Power and Sensory Improvement of Paraplegia due to Spinal Subdural Hematoma with Korean Medical Treatments: A Case Report,2014,31,3,83,10.13045/acupunct.2014046,"Da Hyun Kang, Myong Ah Lim, Hee Jung Lee, Doo Ri Kim, Jae Hyun Kang, So Yun Kim, In Yae Youn",A Case Report of a Central Pontine Myelinolysis Patient Treated with Korean and Western Medicine,The Acupuncture,2016,33,4,191,10.13045/acupunct.2016065
55,"Jong Cheol Lee, Ho Hyun Jeong, Eun Hye Cha, Man Yong Park, Tae Ho Kim, Bong Keun Song, Il Hong Son, Sung Chul Kim",A Clinical Case Study on the Long Term Respiration Management of Amyotrophic Lateral Sclerosis Patient with Respiratory Failure,2014,31,3,67,10.13045/acupunct.2014044,"Kyung Min Kim, Jung Ho Kim, Young Il Kim, Ju Hyun Jeon",A Literature Review of Korean Medical Studies of Amyotrophic Lateral Sclerosis (ALS),The Acupuncture,2015,32,4,133,10.13045/acupunct.2015068
56,"Jae Yoeb Jeong, Eun Sol Lee, Dong Goon Seo, So Yeon Shin, Shin Young Kim, Hyung Keun Kwon, Cheol Hong Kim, Kyung Jeon Jang, Hyun Min Yoon",The Clinical Research of Cervical Treatment’s Effects on Bell’s Palsy,2014,31,3,45,10.13045/acupunct.2014042,"Deise Uema, Denise Orlandi, Raphael R. Freitas, Tatiane Rodgério, Ysao Yamamura, Angela F. Tabosa","Effect of Eletroacupuncture on DU-14 (Dazhui), DU-2 (Yaoshu), and Liv-13 (Zhangmen) on the Survival of Wistar Ratsʼ Dorsal Skin Flaps",Journal of Burn Care & Research,2008,29,2,353,10.1097/BCR.0b013e31816679a6
57,"Jae Yoeb Jeong, Eun Sol Lee, Dong Goon Seo, So Yeon Shin, Shin Young Kim, Hyung Keun Kwon, Cheol Hong Kim, Kyung Jeon Jang, Hyun Min Yoon",The Clinical Research of Cervical Treatment’s Effects on Bell’s Palsy,2014,31,3,45,10.13045/acupunct.2014042,"Tsai-Ju Chien, Chia-Yu Liu, Yi-Fang Chang, Ching-Ju Fang, Chung-Hua Hsu",Acupuncture for Treating Aromatase Inhibitor–Related Arthralgia in Breast Cancer: A Systematic Review and Meta-Analysis,The Journal of Alternative and Complementary Medic,2015,21,5,251,10.1089/acm.2014.0083
58,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Mu Seob Park, Se Jung Oh, Jung Hee Lee, Seung Ah Jun, Han Mi Gong, Seong Hun Choi, Min Hwangbo, Hyun Jong Lee, Jae Soo Kim",침치료로 호전되지 않은 퇴행성 슬관절염 환자의 도침치료 1례,The Acupuncture,2016,33,3,161,10.13045/acupunct.2016043
59,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,The Acupuncture,2015,32,1,119,10.13045/acupunct.2015011
60,"Eun Cho, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Subjects: A Comparative Study of Large Intestine Tonifying and Sedating,2014,31,3,7,10.13045/acupunct.2014038,"Yun Joo Kim, Jae Hui Kang, Kwang Sik Yoon, Seoung Eun Jo, Seo Jin Hong, Gee Won Yun, Seo Young Oh, Hyun Lee",담정격 및 담승격 자침이 정상 성인의 맥파변화에 미치는 영향,The Acupuncture,2016,33,3,45,10.13045/acupunct.2016034
61,"Eun Cho, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Subjects: A Comparative Study of Large Intestine Tonifying and Sedating,2014,31,3,7,10.13045/acupunct.2014038,"Dong Il Yuk, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study of Liver Tonifying and Sedating,The Acupuncture,2015,32,2,169,10.13045/acupunct.2015028
62,"Eun Cho, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Subjects: A Comparative Study of Large Intestine Tonifying and Sedating,2014,31,3,7,10.13045/acupunct.2014038,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study on Tonifications of Kidney and Urinary Bladder,The Acupuncture,2015,32,2,105,10.13045/acupunct.2015024
63,"Hong Seok Cho, Chan Hyuck Bang, Kyung Yun Lee, Sang Wook Lee",The Effect of Point Acupuncture on the Post-stroke Hand Edema,2014,31,3,1,10.13045/acupunct.2014037,"Hojung Lee, Tae-Hun Kim, Jungtae Leem",Acupuncture for heart failure: A systematic review of clinical studies,International Journal of Cardiology,2016,222,,321,10.1016/j.ijcard.2016.07.195
64,"Hong Seok Cho, Chan Hyuck Bang, Kyung Yun Lee, Sang Wook Lee",The Effect of Point Acupuncture on the Post-stroke Hand Edema,2014,31,3,1,10.13045/acupunct.2014037,"Da Hyun Kang, Myong Ah Lim, Hee Jung Lee, Doo Ri Kim, Jae Hyun Kang, So Yun Kim, In Yae Youn",A Case Report of a Central Pontine Myelinolysis Patient Treated with Korean and Western Medicine,The Acupuncture,2016,33,4,191,10.13045/acupunct.2016065
65,"Hong Seok Cho, Chan Hyuck Bang, Kyung Yun Lee, Sang Wook Lee",The Effect of Point Acupuncture on the Post-stroke Hand Edema,2014,31,3,1,10.13045/acupunct.2014037,"Eun Ji Lee, Hee Guen Jo, Sinae Kim, Min Goo Kwon, Min Kyoung Hyun, Tae Kyung Yoon, Seon Wook Kim, Joo Yong Jeong, Tae Jun Yang",Review of Clinical Studies on Acupuncture for Shoulder-hand syndrome,The Acupuncture,2016,33,4,121,10.13045/acupunct.2016060
66,"So Yun Kim, Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Young Il Kim",The Effect of Acupotomy on Lumbar and Cervical Spine Combined with Oriental Medical Treatment: Report of Five Cases,2014,31,2,183,10.13045/acupunct.2014036,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,The Acupuncture,2015,32,1,119,10.13045/acupunct.2015011
67,"So Yun Kim, Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Young Il Kim",The Effect of Acupotomy on Lumbar and Cervical Spine Combined with Oriental Medical Treatment: Report of Five Cases,2014,31,2,183,10.13045/acupunct.2014036,"Hye Su Kim, So Yun Kim, Hyun Ji Kim, Eun Seok Kim, Young Il Kim",The Effect of Acupotomy on Lumbar Herniated Intervertebral Disc: Report of a Case Series,The Acupuncture,2015,32,3,185,10.13045/acupunct.2015050
68,"Hae In Park, Hyun Jung Yang, Chung San Lim, Seung Pil Cho, Sang Kyun Park, Kwang Ho Lee",Subcision Acupuncture for Facial Wrinkles: A Case Study of 8 Patients,2014,31,2,165,10.13045/acupunct.2014034,"Yong Eun Lee, Hyun Jong Lee, Jae Soo Kim",The Anti-wrinkle Effects of Cultivated Wild Ginseng Pharmacopuncture,The Acupuncture,2015,32,2,97,10.13045/acupunct.2015023
69,,Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.20130042,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
70,,Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.20130042,"Seung-Hwan Lee, Woo-Yong Seong, Jung-Hwa Lim",Analysis on Reports of Qualitative Research Published in Domestic Korean Medicine Journals,Journal of Oriental Neuropsychiatry,2016,27,2,77,10.7231/jon.2016.27.2.077
71,,Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.20130042,"Seung Min Kathy Lee, Suji Lee, Jun Hyeong Park, Jongbae J. Park, Sanghoon Lee",A close look at an integrative treatment package for Bell's palsy in Korea,Complementary Therapies in Clinical Practice,2017,26,,76,10.1016/j.ctcp.2016.12.003
72,,Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.20130042,"Kang Hyun Yoon, Seungmin Lee, Ji Seok Lim, Ye Eun Cho, Hwa Jin Lee, Ji Hye Kim, Jung Won Kang, Sang Hoon Lee",Experience of Bell’s Palsy Patients on Facial Exercise and Efficient Educational Program: a Qualitative Study,The Acupuncture,2015,32,1,67,10.13045/acupunct.2015006
73,,Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.20130042,"Seok-Hwan Kang, Soo-Hyung Jeon, Jong-Hun Jeong, Young-Ju Na, Yeon-Ju Seo, Jong-Won Kim",Clinical Analysis of Facial Nerve Paralysis Patients Improved by Sasang Constitutional Medical Treat : A Retrospective Cross-Sectional Study,Journal of Sasang Constitutional Medicine,2015,27,1,138,10.7730/JSCM.2015.27.1.138
74,"Ji In Lee, Ho Sueb Song",The Correlation Analysis between Hours of Smartphone Use And Neck Pain in the Gachon University Students,2014,31,2,99,10.13045/acupunct.2014028,"Seong-Yeol Kim, Sung-Ja Koo",Effect of duration of smartphone use on muscle fatigue and pain caused by forward head posture in adults,Journal of Physical Therapy Science,2016,28,6,1669,10.1589/jpts.28.1669
75,"Ji In Lee, Ho Sueb Song",The Correlation Analysis between Hours of Smartphone Use And Neck Pain in the Gachon University Students,2014,31,2,99,10.13045/acupunct.2014028,"In-Kyung Kee, Jin-Seok Byun, Jae-Kwang Jung, Jae-Kap Choi",The presence of altered craniocervical posture and mobility in smartphone-addicted teenagers with temporomandibular disorders,Journal of Physical Therapy Science,2016,28,2,339,10.1589/jpts.28.339
76,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,Sung-Yong Sim,Clinical Research of Korean Medical Treatment for the Peripheral Facial Paralysis,The Journal of Korean Medicine Ophthalmology and O,2015,28,4,62,10.6114/jkood.2015.28.4.062
77,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,"Sang Hyun Lee, Ju Yong Jeong, Myoung Rae Cho",A Clinical Case Report on the Improvement of Respiratory Function of a Fascioscapulohumeral Muscular Dystrophy Patient after Korean Medical Treatment.,The Acupuncture,2015,32,4,195,10.13045/acupunct.2015074
78,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,"Jung Hun Lee, Tae Jun Yang, Seon Wook Kim, Joo Yong Jeong, Young Hun Ma, Jae Seon Oh, Jeong Wook Choi, Eun Ji Lee, Tung Shuen Wei",Efficacy between Hwangryunhaedok-tang Pharmacopuncture Therapy and Hominis Placenta Pharmacopuncture Therapy on Peripheral Facial Paralysis : Retrospective Comparision Study,Korean Journal of Acupuncture,2015,32,4,199,10.14406/acu.2015.023
79,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,"Soo-Hyeon Yoon, Ji-Yeon Lee, In-Seon Lee, Hye-sook Cho, Soo-Hyung Jeon, Jong-Hun Jeong",A Case Report of Bell’s Palsy during Early Puerperium,The Journal of Oriental Obstetrics and Gynecology,2015,28,4,77,10.15204/jkobgy.2015.28.4.077
80,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
81,"Se Hoon Im, Min Jun Lee, Seung Min Lee, Eun Seok Kim, Seung Hoon Lee, Jung Won Kang, Yong Suk Kim",A Comparative Study of the Effects of Pharmacopuncture Treatment and Bee Venom Pharmacopuncture Treatment on Peripheral Facial Paralysis,2014,31,2,135,10.13045/acupunct.2014031,"Seo Young Oh, Hyun Lee, Jae Hui Kang",전기와 자기장의 침 자극을 포함한 복합치료가 말초성 안면신경마비에 미치는 영향에 대한 관찰 연구,The Acupuncture,2016,33,3,117,10.13045/acupunct.2016039
82,"Min Sik Kim, Byung Soo Kim, Yun Kyoung Yim",The Effect of Herbal-acupuncture at KI on Lipopolysaccharide Induced Nephritis in Rats,2014,31,2,65,10.13045/acupunct.2014025,"Seon Wook Kim, Jae Hong Kim, Myoung Rae Cho, Jeong Cheol Shin",The Effect of Pharmacopuncture at SP() and ST() on Chronic Stress Model(CSM) Rats,The Acupuncture,2015,32,2,187,10.13045/acupunct.2015029
83,"Seong Cheol Ko, Ho Sueb Song",Inhibitory Effect of Bee Venom Toxin on the Growth of Cervix Cancer C33A Cells via Death Receptor Expression and Apoptosis,2014,31,2,75,10.13045/acupunct.2014026,"Hee Jin Sung, Ho Sueb Song",Synergistic Effect of Natural Killer Cells and Bee Venom on Inhibition of NCI-H157 Cell Growth,The Acupuncture,2016,33,1,47,10.13045/acupunct.2016005
84,"Hyung Geol Lee, Da Jung Jung, Yoo Min Choi, Suk Hee Kim, Tae Han Yook, Beom Yong Song, Jong Uk Kim",A Study of Surface Electromyography Measurement of Facial Muscles in Normal Person,2014,31,2,51,10.13045/acupunct.2014024,"Seok Hee Kim, Kyung Jin Lee, Yoo Min Choi, Ju Yong Kim, Tae Han Yook, Sang Lyoung Lee, Jong Uk Kim","A Study of Surface Electromyography Measurement of Wrist Exercise (Extension, Flexion, Grasping) in Healthy People",The Acupuncture,2015,32,3,53,10.13045/acupunct.2015038
85,"Jin Youp Kim, Hee Jin Jo, Sang Soo Nam, Young Suk Kim",Observational Study on the Effectiveness of Korean Medical Treatment on Stress Caused by Traffic Accidents,2014,31,2,31,10.13045/acupunct.2014022,"Hee Jin Jo, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Ji Eun Choi, Ji Sun Han, Seung Min Lee, Sang Hoon Lee, Sang Soo Nam",A Review of the Assessment Tools in Clinical Trials for Patients Injured in Traffic Accidents in South Korea,The Acupuncture,2016,33,4,15,10.13045/acupunct.2016051
86,"Ye Eun Cho, Seung Min Lee, Kang Hyun Yoon, Ji Seok Lim, Ji Hye Kim, Do Young Choi, Jae Dong Lee",A Case Report of Herpes Zoster Patient Improved by the East-west Medical Combined Treatment,2014,31,1,177,10.13045/acupunct.2014018,"Yoo Min Choi, Seok Hee Kim, Ju Yong Kim, Sang Hun Park, Tae Han Yook, Jong Uk Kim",A Review on Clinical Studies of Acupuncture and Moxibustion Therapy for Acute Herpes Zoster,The Acupuncture,2015,32,3,147,10.13045/acupunct.2015047
87,"Ye Eun Cho, Seung Min Lee, Kang Hyun Yoon, Ji Seok Lim, Ji Hye Kim, Do Young Choi, Jae Dong Lee",A Case Report of Herpes Zoster Patient Improved by the East-west Medical Combined Treatment,2014,31,1,177,10.13045/acupunct.2014018,"Jin-Ah Oh, Mi-Ran Shin",A Case Study of Soeumin patients with Herpes zosters,The Journal of Korean Medicine Ophthalmology and O,2015,28,4,175,10.6114/jkood.2015.28.4.175
88,"Hyo Sub Kim, Woo Young Heo, Min Kyoung Hyun, Jong Su Kim, Il A Gang",Four Case of Partial Tear of Supraspinatus Tendon Treated by Acupotomy Combined Oriental Medical Treatments,2014,31,1,167,10.13045/acupunct.2014017,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,The Acupuncture,2014,31,3,35,10.13045/acupunct.2014041
89,"Eun Seok Kim, Sang Hoon Lee, Sang Soo Nam, Yong Suk Kim","A Study of Psychological Distress, Anxiety and Depression on Motor Recovery of Acute Bell’s Palsy Patients’ Facial Muscle",2014,31,1,149,10.13045/acupunct.2014015,"Kang Hyun Yoon, Seungmin Lee, Ji Seok Lim, Ye Eun Cho, Hwa Jin Lee, Ji Hye Kim, Jung Won Kang, Sang Hoon Lee",Experience of Bell’s Palsy Patients on Facial Exercise and Efficient Educational Program: a Qualitative Study,The Acupuncture,2015,32,1,67,10.13045/acupunct.2015006
90,"Eun Seok Kim, Sang Hoon Lee, Sang Soo Nam, Yong Suk Kim","A Study of Psychological Distress, Anxiety and Depression on Motor Recovery of Acute Bell’s Palsy Patients’ Facial Muscle",2014,31,1,149,10.13045/acupunct.2014015,"Hyoung Ju Choi, Sung Hee Shin",Effects of a Facial Muscle Exercise Program including Facial Massage for Patients with Facial Palsy,Journal of Korean Academy of Nursing,2016,46,4,542,10.4040/jkan.2016.46.4.542
91,"Eun Seok Kim, Sang Hoon Lee, Sang Soo Nam, Yong Suk Kim","A Study of Psychological Distress, Anxiety and Depression on Motor Recovery of Acute Bell’s Palsy Patients’ Facial Muscle",2014,31,1,149,10.13045/acupunct.2014015,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
92,"Kyu Ri Kim, Gyeong Ran Lee, Jae Min Lee, Jae Hwan Ryu, Chang Shik Yin","Effect of Herbal Medicines Pharmacopuncture on Hair Growth, a Review of Animal Study Reports Published in Koreae",2014,31,1,139,10.13045/acupunct.2014014,"Woo-Yeol Jeong, Young-Kyun Moon, Se-Hyun Kang, Kyu-Seok Kim, Hae-Jung Nam, Yoon-Bum Kim",A Statistical Analysis of Outpatients in Dermatology of Korean Medicine at Kyung Hee University Korean Medicine Hospital in 2011-2015,The Journal of Korean Medicine Ophthalmology and O,2016,29,3,50,10.6114/jkood.2016.29.3.050
